Lan,Datum,Uppskattning,Low_CI,High_CI
Blekinge,2021-02-18,0.19,0.01,1.78
Västra Götaland,2021-02-18,0.45,0.27,0.75
Örebro,2021-02-18,0.41,0.05,2.47
Östergötland,2021-02-18,0.46,0.11,1.56
Gävleborg,2021-02-18,0.43,0.08,2.08
Kalmar,2021-02-18,0.28,0.01,2.3
Jämtland,2021-02-18,0.36,0,4.22
Södermanland,2021-02-18,0.63,0.12,2.59
Västerbotten,2021-02-18,0.37,0.03,1.97
Västmanland,2021-02-18,0.25,0.02,2.06
Värmland,2021-02-18,0.39,0.07,1.65
Gotland,2021-02-18,,,
Kronoberg,2021-02-18,0.4,0.04,2.48
Skåne,2021-02-19,0.35,0.22,0.55
Dalarna,2021-02-19,0.43,0.05,2.7
Norrbotten,2021-02-19,0.71,0.16,3.43
Stockholm,2021-02-19,0.55,0.37,0.8
Jönköping,2021-02-19,0.55,0.11,1.98
Västernorrland,2021-02-19,0.64,0.09,2.74
Uppsala,2021-02-19,0.4,0.16,0.92
Halland,2021-02-19,0.35,0.07,1.44
Blekinge,2021-02-19,0.26,0.01,1.92
Västra Götaland,2021-02-19,0.51,0.31,0.82
Örebro,2021-02-19,0.35,0.04,2.35
Östergötland,2021-02-19,0.49,0.12,1.62
Gävleborg,2021-02-19,0.45,0.09,2.08
Kalmar,2021-02-19,0.23,0,2.24
Jämtland,2021-02-19,0.23,0,4.24
Södermanland,2021-02-19,0.59,0.09,2.53
Västerbotten,2021-02-19,0.37,0.04,1.93
Västmanland,2021-02-19,0.28,0.02,2.07
Värmland,2021-02-19,0.38,0.07,1.68
Gotland,2021-02-19,,,
Kronoberg,2021-02-19,0.43,0.05,2.65
Skåne,2021-02-20,0.35,0.23,0.56
Dalarna,2021-02-20,0.49,0.07,2.76
Norrbotten,2021-02-20,0.68,0.15,3.4
Stockholm,2021-02-20,0.56,0.38,0.81
Jönköping,2021-02-20,0.58,0.11,2.06
Västernorrland,2021-02-20,0.57,0.09,2.67
Uppsala,2021-02-20,0.38,0.16,0.89
Halland,2021-02-20,0.3,0.05,1.36
Blekinge,2021-02-20,0.23,0.01,1.81
Västra Götaland,2021-02-20,0.53,0.33,0.85
Örebro,2021-02-20,0.39,0.06,2.53
Östergötland,2021-02-20,0.42,0.09,1.51
Gävleborg,2021-02-20,0.56,0.1,2.29
Kalmar,2021-02-20,0.24,0.01,2.21
Jämtland,2021-02-20,0.23,0,4.08
Södermanland,2021-02-20,0.61,0.1,2.52
Västerbotten,2021-02-20,0.39,0.04,2.01
Västmanland,2021-02-20,0.27,0.02,2.09
Värmland,2021-02-20,0.42,0.08,1.77
Gotland,2021-02-20,,,
Kronoberg,2021-02-20,0.46,0.05,2.54
Skåne,2021-02-21,0.36,0.24,0.57
Dalarna,2021-02-21,0.47,0.06,2.72
Norrbotten,2021-02-21,0.59,0.11,3.23
Stockholm,2021-02-21,0.56,0.38,0.81
Jönköping,2021-02-21,0.63,0.13,2.15
Västernorrland,2021-02-21,0.57,0.09,2.71
Uppsala,2021-02-21,0.38,0.16,0.88
Halland,2021-02-21,0.35,0.07,1.41
Blekinge,2021-02-21,0.25,0.01,1.86
Västra Götaland,2021-02-21,0.52,0.32,0.84
Örebro,2021-02-21,0.33,0.04,2.46
Östergötland,2021-02-21,0.39,0.08,1.44
Gävleborg,2021-02-21,0.72,0.15,2.57
Kalmar,2021-02-21,0.21,0,2.18
Jämtland,2021-02-21,0.25,0,4.11
Södermanland,2021-02-21,0.61,0.11,2.51
Västerbotten,2021-02-21,0.37,0.03,2.01
Västmanland,2021-02-21,0.23,0.01,2.1
Värmland,2021-02-21,0.35,0.06,1.7
Gotland,2021-02-21,,,
Kronoberg,2021-02-21,0.41,0.03,2.45
Skåne,2021-02-22,0.37,0.24,0.58
Dalarna,2021-02-22,0.46,0.07,2.49
Norrbotten,2021-02-22,0.59,0.1,3.07
Stockholm,2021-02-22,0.49,0.33,0.72
Jönköping,2021-02-22,0.47,0.1,1.85
Västernorrland,2021-02-22,0.58,0.11,2.49
Uppsala,2021-02-22,0.38,0.16,0.88
Halland,2021-02-22,0.31,0.06,1.34
Blekinge,2021-02-22,0.26,0.01,1.85
Västra Götaland,2021-02-22,0.54,0.34,0.86
Örebro,2021-02-22,0.34,0.03,2.49
Östergötland,2021-02-22,0.33,0.06,1.33
Gävleborg,2021-02-22,0.55,0.1,2.27
Kalmar,2021-02-22,0.25,0.01,2.18
Jämtland,2021-02-22,0.22,0,3.37
Södermanland,2021-02-22,0.56,0.09,2.34
Västerbotten,2021-02-22,0.39,0.04,1.96
Västmanland,2021-02-22,0.26,0.02,1.94
Värmland,2021-02-22,0.39,0.07,1.73
Gotland,2021-02-22,,,
Kronoberg,2021-02-22,0.4,0.03,2.46
Skåne,2021-02-23,0.38,0.24,0.59
Dalarna,2021-02-23,0.42,0.05,2.5
Stockholm,2021-02-23,0.47,0.31,0.7
Jönköping,2021-02-23,0.57,0.14,2.08
Västernorrland,2021-02-23,0.55,0.08,2.66
Uppsala,2021-02-23,0.42,0.18,0.96
Halland,2021-02-23,0.35,0.06,1.45
Blekinge,2021-02-23,0.26,0.01,1.97
Västra Götaland,2021-02-23,0.52,0.32,0.84
Örebro,2021-02-23,0.32,0.02,2.73
Östergötland,2021-02-23,0.33,0.05,1.33
Gävleborg,2021-02-23,0.69,0.16,2.46
Kalmar,2021-02-23,0.28,0,2.65
Jämtland,2021-02-23,0.22,0,3.27
Södermanland,2021-02-23,0.57,0.09,2.42
Västerbotten,2021-02-23,0.39,0.04,2.01
Norrbotten,2021-02-23,0.68,0.12,3.45
Västmanland,2021-02-23,0.27,0.02,2.02
Värmland,2021-02-23,0.37,0.05,1.76
Gotland,2021-02-23,,,
Kronoberg,2021-02-23,0.55,0.06,2.76
Skåne,2021-02-24,0.37,0.23,0.59
Dalarna,2021-02-24,0.36,0.03,2.48
Stockholm,2021-02-24,0.47,0.31,0.7
Jönköping,2021-02-24,0.56,0.14,2.05
Västernorrland,2021-02-24,0.62,0.1,2.81
Uppsala,2021-02-24,0.41,0.17,0.94
Halland,2021-02-24,0.38,0.08,1.44
Blekinge,2021-02-24,0.29,0.01,1.95
Västra Götaland,2021-02-24,0.51,0.31,0.83
Örebro,2021-02-24,0.3,0.02,2.74
Östergötland,2021-02-24,0.37,0.06,1.43
Gävleborg,2021-02-24,0.84,0.19,2.7
Kalmar,2021-02-24,0.35,0.01,2.81
Jämtland,2021-02-24,0.22,0,3.38
Västerbotten,2021-02-24,0.42,0.05,2.03
Norrbotten,2021-02-24,0.55,0.07,3.45
Västmanland,2021-02-24,0.32,0.02,2.09
Södermanland,2021-02-24,0.57,0.09,2.53
Värmland,2021-02-24,0.41,0.07,1.81
Gotland,2021-02-24,,,
Kronoberg,2021-02-24,0.52,0.05,2.68
Skåne,2021-02-25,0.36,0.22,0.58
Dalarna,2021-02-25,0.36,0.03,2.51
Stockholm,2021-02-25,0.5,0.34,0.75
Jönköping,2021-02-25,0.57,0.14,2.07
Västernorrland,2021-02-25,0.66,0.12,2.82
Uppsala,2021-02-25,0.43,0.19,0.96
Halland,2021-02-25,0.33,0.06,1.38
Blekinge,2021-02-25,0.35,0.02,1.97
Västra Götaland,2021-02-25,0.51,0.31,0.82
Örebro,2021-02-25,0.26,0.02,2.74
Östergötland,2021-02-25,0.36,0.07,1.39
Gävleborg,2021-02-25,0.91,0.22,2.79
Kalmar,2021-02-25,0.26,0,2.47
Jämtland,2021-02-25,0.33,0.01,3.24
Kronoberg,2021-02-25,0.52,0.05,2.68
Västerbotten,2021-02-25,0.42,0.04,2.06
Norrbotten,2021-02-25,0.47,0.05,3.5
Västmanland,2021-02-25,0.26,0.02,1.96
Södermanland,2021-02-25,0.6,0.1,2.65
Värmland,2021-02-25,0.41,0.08,1.75
Gotland,2021-02-25,,,
Skåne,2021-02-26,0.38,0.24,0.61
Dalarna,2021-02-26,0.32,0.02,2.47
Stockholm,2021-02-26,0.49,0.32,0.73
Jönköping,2021-02-26,0.57,0.14,2.11
Västernorrland,2021-02-26,0.59,0.1,2.67
Uppsala,2021-02-26,0.41,0.17,0.95
Halland,2021-02-26,0.36,0.07,1.41
Blekinge,2021-02-26,0.23,0.01,1.85
Västra Götaland,2021-02-26,0.49,0.3,0.8
Örebro,2021-02-26,0.32,0.02,2.96
Östergötland,2021-02-26,0.38,0.07,1.43
Gävleborg,2021-02-26,0.89,0.2,2.82
Kalmar,2021-02-26,0.26,0.01,2.44
Jämtland,2021-02-26,0.32,0.01,3.4
Kronoberg,2021-02-26,0.48,0.03,2.71
Västerbotten,2021-02-26,0.38,0.04,1.93
Norrbotten,2021-02-26,0.43,0.04,3.37
Västmanland,2021-02-26,0.28,0.03,2
Södermanland,2021-02-26,0.58,0.09,2.71
Värmland,2021-02-26,0.4,0.08,1.75
Gotland,2021-02-26,,,
Skåne,2021-02-27,0.39,0.24,0.63
Dalarna,2021-02-27,0.26,0.02,2.24
Stockholm,2021-02-27,0.46,0.3,0.7
Jönköping,2021-02-27,0.51,0.12,2.04
Västernorrland,2021-02-27,0.55,0.08,2.66
Uppsala,2021-02-27,0.37,0.15,0.89
Halland,2021-02-27,0.3,0.05,1.31
Blekinge,2021-02-27,0.23,0.01,1.89
Västra Götaland,2021-02-27,0.51,0.31,0.83
Örebro,2021-02-27,0.29,0.03,2.76
Östergötland,2021-02-27,0.34,0.06,1.38
Gävleborg,2021-02-27,0.81,0.17,2.69
Kalmar,2021-02-27,0.22,0,2.47
Jämtland,2021-02-27,0.42,0.01,3.68
Kronoberg,2021-02-27,0.51,0.04,2.9
Västerbotten,2021-02-27,0.36,0.03,1.91
Norrbotten,2021-02-27,0.58,0.09,3.54
Västmanland,2021-02-27,0.3,0.03,1.99
Södermanland,2021-02-27,0.58,0.08,2.75
Värmland,2021-02-27,0.38,0.07,1.71
Gotland,2021-02-27,,,
Skåne,2021-02-28,0.37,0.22,0.59
Dalarna,2021-02-28,0.31,0.03,2.29
Stockholm,2021-02-28,0.49,0.33,0.74
Jönköping,2021-02-28,0.47,0.11,1.98
Västernorrland,2021-02-28,0.64,0.12,2.68
Uppsala,2021-02-28,0.33,0.13,0.84
Halland,2021-02-28,0.32,0.05,1.37
Blekinge,2021-02-28,0.22,0.01,1.91
Västra Götaland,2021-02-28,0.47,0.28,0.77
Örebro,2021-02-28,0.26,0.02,2.69
Östergötland,2021-02-28,0.33,0.06,1.37
Gävleborg,2021-02-28,0.77,0.14,2.72
Kalmar,2021-02-28,0.25,0,2.59
Jämtland,2021-02-28,0.41,0.01,3.56
Kronoberg,2021-02-28,0.45,0.02,2.92
Västerbotten,2021-02-28,0.35,0.03,1.95
Norrbotten,2021-02-28,0.59,0.09,3.48
Västmanland,2021-02-28,0.31,0.03,1.96
Södermanland,2021-02-28,0.57,0.08,2.78
Värmland,2021-02-28,0.4,0.08,1.75
Gotland,2021-02-28,,,
Skåne,2021-03-01,0.38,0.23,0.61
Dalarna,2021-03-01,0.32,0.04,2.38
Stockholm,2021-03-01,0.5,0.34,0.76
Jönköping,2021-03-01,0.49,0.11,2
Västernorrland,2021-03-01,0.71,0.13,2.84
Uppsala,2021-03-01,0.33,0.12,0.85
Halland,2021-03-01,0.34,0.06,1.4
Blekinge,2021-03-01,0.21,0,2.01
Västra Götaland,2021-03-01,0.51,0.31,0.83
Örebro,2021-03-01,0.25,0.02,2.57
Östergötland,2021-03-01,0.3,0.05,1.33
Gävleborg,2021-03-01,0.81,0.15,2.83
Kalmar,2021-03-01,0.17,0,2.42
Jämtland,2021-03-01,0.43,0.02,3.59
Kronoberg,2021-03-01,0.51,0.04,3.04
Västerbotten,2021-03-01,0.28,0.02,1.76
Norrbotten,2021-03-01,0.56,0.1,3.4
Västmanland,2021-03-01,0.33,0.03,1.99
Södermanland,2021-03-01,0.55,0.08,2.66
Värmland,2021-03-01,0.39,0.08,1.7
Gotland,2021-03-01,,,
Skåne,2021-03-02,0.37,0.22,0.6
Dalarna,2021-03-02,0.32,0.03,2.39
Stockholm,2021-03-02,0.46,0.29,0.71
Jönköping,2021-03-02,0.4,0.08,1.87
Västernorrland,2021-03-02,0.5,0.06,2.5
Uppsala,2021-03-02,0.31,0.1,0.84
Halland,2021-03-02,0.3,0.05,1.32
Blekinge,2021-03-02,0.23,0.01,2.04
Västra Götaland,2021-03-02,0.47,0.28,0.79
Örebro,2021-03-02,0.22,0.01,2.48
Östergötland,2021-03-02,0.3,0.04,1.36
Gävleborg,2021-03-02,0.86,0.16,2.94
Kalmar,2021-03-02,0.37,0.01,2.76
Jämtland,2021-03-02,0.39,0.01,3.54
Kronoberg,2021-03-02,0.34,0.01,2.92
Västerbotten,2021-03-02,0.31,0.02,1.87
Norrbotten,2021-03-02,0.69,0.08,3.56
Västmanland,2021-03-02,0.28,0.02,1.89
Södermanland,2021-03-02,0.49,0.06,2.55
Värmland,2021-03-02,0.37,0.06,1.7
Gotland,2021-03-02,,,
Skåne,2021-03-03,0.34,0.2,0.56
Dalarna,2021-03-03,0.34,0.03,2.43
Stockholm,2021-03-03,0.45,0.29,0.7
Jönköping,2021-03-03,0.38,0.07,1.81
Västernorrland,2021-03-03,0.46,0.07,2.34
Uppsala,2021-03-03,0.32,0.11,0.86
Halland,2021-03-03,0.3,0.04,1.33
Blekinge,2021-03-03,0.3,0.02,2.16
Västra Götaland,2021-03-03,0.47,0.28,0.79
Örebro,2021-03-03,0.28,0.02,2.56
Östergötland,2021-03-03,0.28,0.04,1.33
Gävleborg,2021-03-03,0.67,0.11,2.55
Kalmar,2021-03-03,0.35,0,2.68
Jämtland,2021-03-03,0.32,0,3.46
Kronoberg,2021-03-03,0.26,0.01,2.86
Västerbotten,2021-03-03,0.27,0.01,1.83
Norrbotten,2021-03-03,0.68,0.09,3.4
Västmanland,2021-03-03,0.28,0.02,1.86
Södermanland,2021-03-03,0.42,0.06,2.43
Värmland,2021-03-03,0.48,0.08,1.89
Gotland,2021-03-03,,,
Skåne,2021-03-04,0.34,0.2,0.56
Dalarna,2021-03-04,0.24,0.01,2.35
Stockholm,2021-03-04,0.45,0.28,0.7
Jönköping,2021-03-04,0.39,0.06,1.86
Västernorrland,2021-03-04,0.51,0.06,2.53
Uppsala,2021-03-04,0.32,0.1,0.87
Halland,2021-03-04,0.43,0.08,1.56
Blekinge,2021-03-04,0.27,0.01,2.2
Västra Götaland,2021-03-04,0.48,0.28,0.8
Örebro,2021-03-04,0.29,0.02,2.53
Östergötland,2021-03-04,0.26,0.03,1.33
Gävleborg,2021-03-04,0.71,0.13,2.62
Kalmar,2021-03-04,0.35,0.01,2.88
Jämtland,2021-03-04,0.32,0,3.79
Kronoberg,2021-03-04,0.23,0.01,2.94
Västerbotten,2021-03-04,0.21,0.01,1.78
Norrbotten,2021-03-04,0.71,0.09,3.51
Södermanland,2021-03-04,0.47,0.06,2.41
Värmland,2021-03-04,0.36,0.05,1.74
Gotland,2021-03-04,,,
Västmanland,2021-03-04,0.22,0.01,1.84
Skåne,2021-03-05,0.34,0.2,0.57
Dalarna,2021-03-05,0.25,0.02,2.39
Stockholm,2021-03-05,0.43,0.27,0.68
Jönköping,2021-03-05,0.4,0.06,1.8
Västernorrland,2021-03-05,0.5,0.07,2.51
Uppsala,2021-03-05,0.32,0.1,0.86
Halland,2021-03-05,0.43,0.09,1.55
Blekinge,2021-03-05,0.24,0.01,2.12
Västra Götaland,2021-03-05,0.5,0.29,0.83
Örebro,2021-03-05,0.26,0.01,2.5
Östergötland,2021-03-05,0.3,0.04,1.39
Gävleborg,2021-03-05,0.8,0.18,2.65
Kalmar,2021-03-05,0.37,0.01,2.83
Jämtland,2021-03-05,0.3,0,3.76
Kronoberg,2021-03-05,0.39,0.02,3.26
Västerbotten,2021-03-05,0.28,0.02,1.95
Norrbotten,2021-03-05,0.71,0.1,3.44
Södermanland,2021-03-05,0.46,0.06,2.4
Värmland,2021-03-05,0.35,0.04,1.72
Gotland,2021-03-05,,,
Västmanland,2021-03-05,0.39,0.03,2.15
Skåne,2021-03-06,0.33,0.18,0.56
Dalarna,2021-03-06,0.45,0.03,2.79
Stockholm,2021-03-06,0.43,0.27,0.67
Jönköping,2021-03-06,0.42,0.07,1.89
Västernorrland,2021-03-06,0.37,0.05,2.3
Uppsala,2021-03-06,0.34,0.12,0.89
Halland,2021-03-06,0.41,0.08,1.55
Blekinge,2021-03-06,0.21,0.01,2.03
Västra Götaland,2021-03-06,0.51,0.3,0.84
Örebro,2021-03-06,0.39,0.04,2.71
Östergötland,2021-03-06,0.28,0.04,1.37
Gävleborg,2021-03-06,0.72,0.17,2.42
Kalmar,2021-03-06,0.52,0.02,3.07
Jämtland,2021-03-06,0.29,0.01,3.92
Kronoberg,2021-03-06,0.42,0.02,3.22
Västerbotten,2021-03-06,0.25,0.02,1.86
Norrbotten,2021-03-06,0.6,0.06,3.31
Södermanland,2021-03-06,0.41,0.05,2.31
Värmland,2021-03-06,0.36,0.05,1.73
Gotland,2021-03-06,,,
Västmanland,2021-03-06,0.46,0.05,2.24
Skåne,2021-03-07,0.31,0.17,0.54
Dalarna,2021-03-07,0.44,0.03,2.63
Stockholm,2021-03-07,0.44,0.27,0.69
Jönköping,2021-03-07,0.4,0.05,1.88
Västernorrland,2021-03-07,0.29,0.02,2.33
Uppsala,2021-03-07,0.36,0.12,0.93
Halland,2021-03-07,0.46,0.11,1.59
Blekinge,2021-03-07,0.18,0,2.05
Västra Götaland,2021-03-07,0.52,0.31,0.86
Örebro,2021-03-07,0.4,0.05,2.7
Östergötland,2021-03-07,0.29,0.04,1.35
Gävleborg,2021-03-07,0.82,0.22,2.56
Kalmar,2021-03-07,0.48,0.02,3.01
Jämtland,2021-03-07,0.34,0.02,4.26
Kronoberg,2021-03-07,0.46,0.04,3.14
Västerbotten,2021-03-07,0.23,0.02,1.81
Norrbotten,2021-03-07,0.61,0.06,3.55
Södermanland,2021-03-07,0.4,0.04,2.36
Värmland,2021-03-07,0.34,0.04,1.68
Gotland,2021-03-07,,,
Västmanland,2021-03-07,0.34,0.04,2.08
Skåne,2021-03-08,0.3,0.17,0.54
Dalarna,2021-03-08,0.4,0.02,2.49
Stockholm,2021-03-08,0.44,0.28,0.69
Jönköping,2021-03-08,0.49,0.08,2.02
Västernorrland,2021-03-08,0.35,0.03,2.38
Uppsala,2021-03-08,0.34,0.11,0.9
Halland,2021-03-08,0.41,0.09,1.53
Blekinge,2021-03-08,0.2,0,2.05
Västra Götaland,2021-03-08,0.51,0.3,0.85
Örebro,2021-03-08,0.41,0.05,2.86
Östergötland,2021-03-08,0.27,0.03,1.32
Gävleborg,2021-03-08,0.75,0.2,2.43
Kalmar,2021-03-08,0.46,0.02,2.87
Jämtland,2021-03-08,0.36,0.02,4.13
Kronoberg,2021-03-08,0.56,0.05,3.21
Västerbotten,2021-03-08,0.25,0.02,1.85
Norrbotten,2021-03-08,0.59,0.04,3.62
Södermanland,2021-03-08,0.34,0.03,2.33
Värmland,2021-03-08,0.34,0.04,1.71
Gotland,2021-03-08,,,
Västmanland,2021-03-08,0.29,0.03,2.02
Skåne,2021-03-09,0.33,0.18,0.57
Dalarna,2021-03-09,0.48,0.03,2.6
Stockholm,2021-03-09,0.48,0.31,0.74
Jönköping,2021-03-09,0.5,0.09,2.03
Västernorrland,2021-03-09,0.36,0.03,2.55
Uppsala,2021-03-09,0.32,0.11,0.85
Halland,2021-03-09,0.43,0.09,1.59
Blekinge,2021-03-09,0.18,0,2.09
Västra Götaland,2021-03-09,0.5,0.29,0.84
Örebro,2021-03-09,0.43,0.06,2.88
Östergötland,2021-03-09,0.27,0.03,1.33
Gävleborg,2021-03-09,0.74,0.18,2.37
Kalmar,2021-03-09,0.27,0.01,2.64
Jämtland,2021-03-09,0.39,0.01,4.06
Kronoberg,2021-03-09,0.58,0.04,3.22
Västerbotten,2021-03-09,0.22,0.02,1.88
Norrbotten,2021-03-09,0.44,0.05,3.3
Västmanland,2021-03-09,0.28,0.02,2.08
Södermanland,2021-03-09,0.39,0.04,2.38
Värmland,2021-03-09,0.32,0.03,1.72
Gotland,2021-03-09,,,
Skåne,2021-03-10,0.33,0.19,0.57
Dalarna,2021-03-10,0.44,0.04,2.48
Stockholm,2021-03-10,0.48,0.31,0.73
Jönköping,2021-03-10,0.38,0.06,1.81
Västernorrland,2021-03-10,0.36,0.03,2.6
Uppsala,2021-03-10,0.3,0.11,0.82
Halland,2021-03-10,0.4,0.07,1.56
Blekinge,2021-03-10,0.23,0,2.23
Västra Götaland,2021-03-10,0.4,0.22,0.71
Örebro,2021-03-10,0.46,0.06,3.06
Östergötland,2021-03-10,0.29,0.03,1.37
Gävleborg,2021-03-10,0.69,0.15,2.37
Kalmar,2021-03-10,0.23,0.01,2.54
Jämtland,2021-03-10,0.34,0.02,3.96
Kronoberg,2021-03-10,0.48,0.03,2.98
Västerbotten,2021-03-10,0.23,0.01,1.91
Norrbotten,2021-03-10,0.47,0.06,3.47
Västmanland,2021-03-10,0.31,0.03,2.21
Södermanland,2021-03-10,0.41,0.04,2.39
Värmland,2021-03-10,0.26,0.02,1.64
Gotland,2021-03-10,,,
Skåne,2021-03-11,0.37,0.21,0.62
Dalarna,2021-03-11,0.5,0.07,2.43
Stockholm,2021-03-11,0.49,0.33,0.75
Jönköping,2021-03-11,0.4,0.06,1.84
Västernorrland,2021-03-11,0.33,0.02,2.5
Uppsala,2021-03-11,0.3,0.11,0.83
Halland,2021-03-11,0.31,0.06,1.41
Blekinge,2021-03-11,0.27,0.01,2.24
Västra Götaland,2021-03-11,0.45,0.26,0.78
Örebro,2021-03-11,0.44,0.05,3.16
Östergötland,2021-03-11,0.28,0.03,1.4
Gävleborg,2021-03-11,0.67,0.13,2.39
Kalmar,2021-03-11,0.29,0.01,2.57
Jämtland,2021-03-11,0.36,0.01,3.89
Kronoberg,2021-03-11,0.45,0.02,2.92
Västerbotten,2021-03-11,0.2,0.01,1.9
Norrbotten,2021-03-11,0.52,0.08,3.45
Västmanland,2021-03-11,0.3,0.02,2.13
Södermanland,2021-03-11,0.35,0.04,2.35
Värmland,2021-03-11,0.3,0.03,1.7
Gotland,2021-03-11,,,
Skåne,2021-03-12,0.41,0.24,0.67
Dalarna,2021-03-12,0.5,0.07,2.45
Stockholm,2021-03-12,0.5,0.33,0.75
Jönköping,2021-03-12,0.41,0.07,1.87
Västernorrland,2021-03-12,0.35,0.02,2.48
Uppsala,2021-03-12,0.37,0.14,0.93
Halland,2021-03-12,0.31,0.06,1.46
Blekinge,2021-03-12,0.21,0,2.06
Västra Götaland,2021-03-12,0.47,0.26,0.8
Örebro,2021-03-12,0.39,0.03,3.25
Östergötland,2021-03-12,0.3,0.04,1.44
Gävleborg,2021-03-12,0.61,0.1,2.38
Kalmar,2021-03-12,0.26,0.01,2.68
Jämtland,2021-03-12,0.38,0.02,3.69
Kronoberg,2021-03-12,0.39,0.02,2.84
Västerbotten,2021-03-12,0.19,0.01,1.89
Norrbotten,2021-03-12,0.52,0.08,3.36
Västmanland,2021-03-12,0.3,0.02,2.09
Värmland,2021-03-12,0.3,0.03,1.67
Södermanland,2021-03-12,0.32,0.03,2.22
Gotland,2021-03-12,,,
Skåne,2021-03-13,0.38,0.22,0.63
Dalarna,2021-03-13,0.39,0.05,2.26
Stockholm,2021-03-13,0.51,0.34,0.76
Jönköping,2021-03-13,0.42,0.08,1.88
Västernorrland,2021-03-13,0.38,0.03,2.42
Uppsala,2021-03-13,0.37,0.14,0.92
Halland,2021-03-13,0.32,0.05,1.52
Blekinge,2021-03-13,0.2,0,2.16
Västra Götaland,2021-03-13,0.45,0.26,0.77
Örebro,2021-03-13,0.45,0.03,3.38
Östergötland,2021-03-13,0.32,0.05,1.45
Gävleborg,2021-03-13,0.68,0.14,2.49
Kalmar,2021-03-13,0.23,0.01,2.6
Kronoberg,2021-03-13,0.36,0.02,2.76
Västerbotten,2021-03-13,0.22,0.01,1.97
Norrbotten,2021-03-13,0.46,0.07,3.2
Västmanland,2021-03-13,0.29,0.02,2.06
Värmland,2021-03-13,0.31,0.04,1.67
Södermanland,2021-03-13,0.43,0.04,2.46
Gotland,2021-03-13,,,
Jämtland,2021-03-13,0.35,0.01,3.64
Skåne,2021-03-14,0.36,0.21,0.61
Dalarna,2021-03-14,0.46,0.05,2.42
Stockholm,2021-03-14,0.52,0.35,0.77
Jönköping,2021-03-14,0.37,0.05,1.86
Västernorrland,2021-03-14,0.42,0.05,2.46
Uppsala,2021-03-14,0.36,0.13,0.92
Halland,2021-03-14,0.31,0.05,1.48
Blekinge,2021-03-14,0.18,0,2.02
Västra Götaland,2021-03-14,0.45,0.26,0.76
Örebro,2021-03-14,0.66,0.05,3.66
Östergötland,2021-03-14,0.49,0.09,1.76
Gävleborg,2021-03-14,0.68,0.13,2.54
Kalmar,2021-03-14,0.28,0.01,2.72
Södermanland,2021-03-14,0.47,0.06,2.5
Kronoberg,2021-03-14,0.37,0.03,2.77
Västerbotten,2021-03-14,0.28,0.02,2.12
Norrbotten,2021-03-14,0.55,0.09,3.32
Västmanland,2021-03-14,0.43,0.03,2.4
Värmland,2021-03-14,0.32,0.04,1.69
Gotland,2021-03-14,,,
Jämtland,2021-03-14,0.32,0.01,3.61
Skåne,2021-03-15,0.35,0.2,0.59
Dalarna,2021-03-15,0.46,0.03,2.55
Stockholm,2021-03-15,0.54,0.36,0.8
Jönköping,2021-03-15,0.36,0.06,1.78
Västernorrland,2021-03-15,0.42,0.05,2.43
Uppsala,2021-03-15,0.37,0.13,0.92
Halland,2021-03-15,0.28,0.04,1.44
Blekinge,2021-03-15,0.19,0,2.1
Västra Götaland,2021-03-15,0.46,0.27,0.78
Örebro,2021-03-15,0.7,0.05,3.74
Östergötland,2021-03-15,0.57,0.12,1.88
Gävleborg,2021-03-15,0.61,0.09,2.48
Kalmar,2021-03-15,0.23,0.01,2.77
Södermanland,2021-03-15,0.42,0.05,2.5
Kronoberg,2021-03-15,0.45,0.04,2.9
Västerbotten,2021-03-15,0.22,0.02,1.93
Norrbotten,2021-03-15,0.47,0.07,2.91
Västmanland,2021-03-15,0.42,0.03,2.34
Värmland,2021-03-15,0.3,0.04,1.69
Jämtland,2021-03-15,0.17,0,3.53
Gotland,2021-03-15,,,
Skåne,2021-03-16,0.36,0.21,0.6
Dalarna,2021-03-16,0.45,0.03,2.59
Stockholm,2021-03-16,0.51,0.33,0.76
Jönköping,2021-03-16,0.4,0.05,1.88
Västernorrland,2021-03-16,0.37,0.05,2.37
Uppsala,2021-03-16,0.35,0.12,0.88
Halland,2021-03-16,0.3,0.06,1.43
Blekinge,2021-03-16,0.2,0,2.1
Västra Götaland,2021-03-16,0.45,0.26,0.77
Örebro,2021-03-16,0.68,0.05,3.81
Östergötland,2021-03-16,0.47,0.09,1.68
Gävleborg,2021-03-16,0.45,0.05,2.28
Kalmar,2021-03-16,0.29,0.02,2.98
Södermanland,2021-03-16,0.37,0.03,2.4
Kronoberg,2021-03-16,0.58,0.06,2.98
Västerbotten,2021-03-16,0.23,0.02,1.88
Norrbotten,2021-03-16,0.55,0.09,3.13
Värmland,2021-03-16,0.31,0.04,1.73
Jämtland,2021-03-16,0.16,0,3.65
Gotland,2021-03-16,,,
Västmanland,2021-03-16,0.4,0.03,2.17
Skåne,2021-03-17,0.38,0.23,0.62
Dalarna,2021-03-17,0.56,0.07,2.79
Stockholm,2021-03-17,0.53,0.36,0.79
Jönköping,2021-03-17,0.43,0.06,1.88
Västernorrland,2021-03-17,0.42,0.06,2.37
Uppsala,2021-03-17,0.41,0.17,0.95
Halland,2021-03-17,0.36,0.08,1.51
Blekinge,2021-03-17,0.2,0.01,2.06
Västra Götaland,2021-03-17,0.47,0.27,0.78
Örebro,2021-03-17,0.79,0.09,3.78
Östergötland,2021-03-17,0.53,0.12,1.76
